tipo,ubicacion,timestamp,comuna
Policía,Calle falsa #1948,2025-05-30T22:04:47.189421,Santiago
Policía,Calle falsa #1023,2025-06-01T00:42:09.189421,Las Condes
Atasco,Calle falsa #31,2025-05-31T05:07:26.189421,Macul
Accidente,Calle falsa #2332,2025-05-30T11:26:09.189421,Providencia
Accidente,Calle falsa #2093,2025-06-02T15:42:58.189421,La Florida
Accidente,Calle falsa #1726,2025-06-01T14:47:26.189421,La Florida
Atasco,Calle falsa #617,2025-05-31T16:08:40.189421,Las Condes
Policía,Calle falsa #2402,2025-05-30T22:50:01.189421,Providencia
Atasco,Calle falsa #1617,2025-05-30T03:08:52.189421,La Florida
Atasco,Calle falsa #1037,2025-05-30T14:35:36.189421,Las Condes
Accidente,Calle falsa #516,2025-05-31T06:07:56.189421,La Florida
Atasco,Calle falsa #2687,2025-05-31T07:13:01.189421,Santiago
Accidente,Calle falsa #2189,2025-06-01T15:26:57.189421,Santiago
Accidente,Calle falsa #2559,2025-05-30T14:48:30.189421,La Florida
Policía,Calle falsa #793,2025-06-01T12:03:27.189421,Providencia
Atasco,Calle falsa #2184,2025-05-30T12:39:04.189421,Maipú
Accidente,Calle falsa #1912,2025-05-30T13:04:35.189421,Macul
Accidente,Calle falsa #746,2025-05-31T10:51:04.189421,Puente Alto
Policía,Calle falsa #2765,2025-05-30T01:52:40.189421,Providencia
Bache,Calle falsa #2265,2025-06-02T12:48:37.189421,Macul
Policía,Calle falsa #1892,2025-06-01T08:30:44.189421,Macul
Accidente,Calle falsa #911,2025-06-02T19:32:40.189421,Puente Alto
Policía,Calle falsa #2900,2025-06-01T00:34:05.189421,Providencia
Atasco,Calle falsa #897,2025-05-29T18:07:20.189421,Providencia
Policía,Calle falsa #2909,2025-05-30T16:38:23.189421,Las Condes
Accidente,Calle falsa #2273,2025-06-01T16:04:54.189421,Ñuñoa
Accidente,Calle falsa #2309,2025-06-03T06:48:18.189421,Puente Alto
Corte,Calle falsa #2819,2025-06-02T08:27:32.189421,Puente Alto
Policía,Calle falsa #1069,2025-06-02T20:10:41.189421,Providencia
Policía,Calle falsa #1157,2025-06-01T05:40:42.189421,Macul
Detención,Calle falsa #776,2025-06-02T09:41:55.189421,Providencia
Corte,Calle falsa #1599,2025-06-02T04:33:23.189421,Maipú
Policía,Calle falsa #985,2025-06-02T22:01:22.189421,Santiago
Policía,Calle falsa #1471,2025-05-31T14:54:46.189421,Las Condes
Policía,Calle falsa #2203,2025-05-31T03:40:15.189421,La Florida
Policía,Calle falsa #1645,2025-05-31T15:22:59.189421,Ñuñoa
Corte,Calle falsa #2084,2025-05-30T11:08:52.189421,Macul
Accidente,Calle falsa #1348,2025-06-03T05:15:45.189421,Maipú
Policía,Calle falsa #19,2025-05-31T00:34:08.189421,Las Condes
Atasco,Calle falsa #718,2025-05-31T04:40:33.189421,Puente Alto
Policía,Calle falsa #1023,2025-05-30T07:30:27.189421,Las Condes
Corte,Calle falsa #1695,2025-06-02T23:30:45.189421,Ñuñoa
Atasco,Calle falsa #344,2025-06-01T05:36:16.189421,Las Condes
Corte,Calle falsa #2883,2025-06-03T11:35:32.189421,Providencia
Accidente,Calle falsa #376,2025-06-02T17:50:49.189421,Puente Alto
Atasco,Calle falsa #1023,2025-05-31T07:47:30.189421,Macul
Policía,Calle falsa #2306,2025-05-31T02:28:53.189421,Puente Alto
Policía,Calle falsa #1279,2025-06-01T22:00:39.189421,Maipú
Detención,Calle falsa #184,2025-05-31T06:59:04.189421,Macul
Policía,Calle falsa #2662,2025-05-31T02:03:42.189421,La Florida
Policía,Calle falsa #721,2025-05-30T15:43:17.189421,Las Condes
Accidente,Calle falsa #2450,2025-06-02T15:42:01.189421,Providencia
Accidente,Calle falsa #1757,2025-06-03T08:44:48.189421,Las Condes
Accidente,Calle falsa #2213,2025-05-29T19:55:41.189421,Providencia
Policía,Calle falsa #1149,2025-05-30T22:23:40.189421,Santiago
Atasco,Calle falsa #1791,2025-06-02T20:43:02.189421,Santiago
Policía,Calle falsa #479,2025-05-30T15:04:28.189421,Las Condes
Accidente,Calle falsa #566,2025-06-01T02:28:40.189421,Puente Alto
Accidente,Calle falsa #856,2025-06-02T12:27:25.189421,Las Condes
Atasco,Calle falsa #226,2025-06-01T02:20:10.189421,La Florida
Corte,Calle falsa #1525,2025-05-31T09:57:56.189421,Santiago
Atasco,Calle falsa #1788,2025-05-29T20:19:51.189421,Ñuñoa
Accidente,Calle falsa #1339,2025-06-02T15:53:52.189421,Macul
Bache,Calle falsa #2956,2025-05-30T16:59:25.189421,Macul
Policía,Calle falsa #353,2025-06-02T17:39:36.189421,Maipú
Atasco,Calle falsa #1367,2025-05-30T17:25:27.189421,Maipú
Atasco,Calle falsa #823,2025-06-03T04:36:32.189421,Puente Alto
Corte,Calle falsa #994,2025-05-30T01:16:11.189421,Puente Alto
Detención,Calle falsa #1977,2025-06-01T01:51:13.189421,Maipú
Bache,Calle falsa #1842,2025-05-31T21:15:42.189421,Providencia
Detención,Calle falsa #1220,2025-06-01T13:06:37.189421,Maipú
Accidente,Calle falsa #2525,2025-06-02T19:55:13.189421,Maipú
Corte,Calle falsa #2549,2025-06-02T23:57:39.189421,Maipú
Policía,Calle falsa #432,2025-05-30T20:32:05.189421,Maipú
Corte,Calle falsa #981,2025-06-02T02:26:51.189421,Macul
Accidente,Calle falsa #2890,2025-06-02T23:33:48.189421,Santiago
Atasco,Calle falsa #1915,2025-06-01T10:53:20.189421,Ñuñoa
Detención,Calle falsa #1805,2025-05-30T02:56:02.189421,Providencia
Accidente,Calle falsa #1949,2025-06-01T22:50:56.189421,Ñuñoa
Atasco,Calle falsa #129,2025-05-29T19:51:23.189421,Macul
Policía,Calle falsa #271,2025-05-31T09:53:54.189421,Ñuñoa
Accidente,Calle falsa #2981,2025-06-03T11:48:29.189421,Maipú
Accidente,Calle falsa #2667,2025-06-02T20:38:32.189421,Ñuñoa
Accidente,Calle falsa #2152,2025-06-01T03:15:54.189421,Macul
Accidente,Calle falsa #52,2025-06-02T02:35:31.189421,Las Condes
Accidente,Calle falsa #2217,2025-06-02T13:36:02.189421,Maipú
Corte,Calle falsa #2524,2025-05-31T01:19:44.189421,Maipú
Corte,Calle falsa #1235,2025-06-01T09:47:18.189421,Ñuñoa
Corte,Calle falsa #2414,2025-06-02T07:32:02.189421,Macul
Atasco,Calle falsa #2182,2025-06-01T14:43:22.189421,Puente Alto
Accidente,Calle falsa #619,2025-06-01T22:44:30.189421,Providencia
Accidente,Calle falsa #119,2025-06-01T23:52:15.189421,Maipú
Atasco,Calle falsa #375,2025-05-30T11:16:34.189421,Macul
Bache,Calle falsa #1237,2025-06-01T01:46:26.189421,Santiago
Policía,Calle falsa #1159,2025-06-02T02:59:04.189421,Ñuñoa
Accidente,Calle falsa #1872,2025-06-01T15:12:54.189421,La Florida
Atasco,Calle falsa #323,2025-06-01T18:19:39.189421,Puente Alto
Atasco,Calle falsa #2067,2025-06-01T22:22:42.189421,Macul
Corte,Calle falsa #2050,2025-05-30T02:19:19.189421,Ñuñoa
Detención,Calle falsa #2507,2025-06-01T12:00:19.189421,Puente Alto
Atasco,Calle falsa #440,2025-05-30T04:01:01.189421,Santiago
Detención,Calle falsa #2260,2025-06-03T16:38:40.189421,Ñuñoa
Accidente,Calle falsa #2287,2025-06-02T02:08:44.189421,Maipú
Accidente,Calle falsa #1134,2025-06-01T08:17:07.189421,La Florida
Atasco,Calle falsa #1649,2025-05-30T10:42:14.189421,Santiago
Corte,Calle falsa #2916,2025-06-02T00:53:05.189421,Ñuñoa
Corte,Calle falsa #2215,2025-05-30T00:42:16.189421,Ñuñoa
Corte,Calle falsa #1355,2025-06-02T02:18:12.189421,Macul
Corte,Calle falsa #1531,2025-05-31T09:07:58.189421,Macul
Accidente,Calle falsa #587,2025-05-30T16:17:31.189421,Ñuñoa
Atasco,Calle falsa #31,2025-05-29T21:44:28.189421,Santiago
Accidente,Calle falsa #714,2025-06-02T23:42:03.189421,Santiago
Policía,Calle falsa #2054,2025-05-30T18:14:55.189421,Las Condes
Accidente,Calle falsa #545,2025-05-31T22:53:59.189421,Providencia
Bache,Calle falsa #1332,2025-06-03T03:13:30.189421,Providencia
Corte,Calle falsa #1334,2025-06-03T06:09:40.189421,Puente Alto
Policía,Calle falsa #2775,2025-06-01T19:34:51.189421,Maipú
Atasco,Calle falsa #1138,2025-06-03T02:00:47.189421,La Florida
Policía,Calle falsa #1128,2025-05-30T07:26:49.189421,Maipú
Policía,Calle falsa #88,2025-05-31T00:59:29.189421,Maipú
Policía,Calle falsa #212,2025-06-01T00:32:49.189421,Ñuñoa
Accidente,Calle falsa #1509,2025-06-03T08:20:26.189421,Santiago
Policía,Calle falsa #1831,2025-05-31T06:11:05.189421,Las Condes
Atasco,Calle falsa #573,2025-05-31T14:57:21.189421,Providencia
Policía,Calle falsa #2682,2025-06-01T05:48:04.189421,Macul
Atasco,Calle falsa #2973,2025-06-03T14:31:19.189421,Ñuñoa
Accidente,Calle falsa #353,2025-06-01T20:38:11.189421,Las Condes
Atasco,Calle falsa #2612,2025-05-30T18:08:14.189421,Macul
Accidente,Calle falsa #2377,2025-06-02T03:43:44.189421,Las Condes
Atasco,Calle falsa #827,2025-06-01T08:21:05.189421,Maipú
Policía,Calle falsa #2997,2025-06-01T04:21:51.189421,Macul
Accidente,Calle falsa #314,2025-06-02T15:34:37.189421,Ñuñoa
Policía,Calle falsa #1489,2025-05-30T08:25:31.189421,Puente Alto
Detención,Calle falsa #505,2025-05-30T16:32:17.189421,La Florida
Corte,Calle falsa #2646,2025-05-30T10:36:55.189421,Providencia
Policía,Calle falsa #1914,2025-06-02T22:36:22.189421,Puente Alto
Policía,Calle falsa #15,2025-06-01T02:51:26.189421,Puente Alto
Detención,Calle falsa #1881,2025-05-30T12:53:01.189421,Maipú
Atasco,Calle falsa #1193,2025-06-03T00:50:38.189421,Santiago
Policía,Calle falsa #2778,2025-05-31T14:52:49.189421,Santiago
Policía,Calle falsa #1433,2025-05-31T22:45:26.189421,Las Condes
Accidente,Calle falsa #1038,2025-05-30T09:10:36.189421,Santiago
Accidente,Calle falsa #1339,2025-06-01T13:56:14.189421,Santiago
Policía,Calle falsa #709,2025-06-01T20:28:23.189421,Ñuñoa
Bache,Calle falsa #1871,2025-05-31T00:25:14.189421,Las Condes
Detención,Calle falsa #2439,2025-05-30T00:23:19.189421,Providencia
Accidente,Calle falsa #2587,2025-05-30T23:33:34.189421,Macul
Atasco,Calle falsa #100,2025-05-31T07:03:26.189421,Ñuñoa
Atasco,Calle falsa #488,2025-06-01T10:25:54.189421,Providencia
Policía,Calle falsa #2639,2025-05-31T04:06:20.189421,Providencia
Accidente,Calle falsa #2953,2025-05-30T21:39:02.189421,Maipú
Policía,Calle falsa #1350,2025-05-30T07:10:40.189421,Santiago
Accidente,Calle falsa #1027,2025-06-03T00:00:41.189421,Macul
Atasco,Calle falsa #583,2025-05-31T21:49:11.189421,Maipú
Policía,Calle falsa #18,2025-06-03T00:55:13.189421,Puente Alto
Policía,Calle falsa #861,2025-06-03T14:28:24.189421,Maipú
Policía,Calle falsa #131,2025-05-31T07:36:09.189421,Santiago
Atasco,Calle falsa #737,2025-05-30T00:24:06.189421,Macul
Policía,Calle falsa #406,2025-06-03T06:03:26.189421,Santiago
Accidente,Calle falsa #93,2025-06-01T05:59:58.189421,Las Condes
Detención,Calle falsa #1135,2025-05-31T21:58:32.189421,Maipú
Corte,Calle falsa #2396,2025-05-31T14:56:00.189421,Santiago
Policía,Calle falsa #1416,2025-06-03T01:57:30.189421,Providencia
Accidente,Calle falsa #877,2025-05-30T13:35:58.189421,Puente Alto
Policía,Calle falsa #365,2025-06-02T13:38:21.189421,Santiago
Accidente,Calle falsa #1814,2025-06-01T00:26:13.189421,Providencia
Bache,Calle falsa #3,2025-05-30T07:27:49.189421,Maipú
Accidente,Calle falsa #931,2025-05-31T20:24:45.189421,Providencia
Accidente,Calle falsa #2298,2025-06-02T07:22:16.189421,Santiago
Atasco,Calle falsa #1462,2025-05-30T20:09:36.189421,La Florida
Corte,Calle falsa #427,2025-06-01T00:26:25.189421,La Florida
Accidente,Calle falsa #2692,2025-05-31T19:31:33.189421,Providencia
Atasco,Calle falsa #2897,2025-06-03T16:39:13.189421,Maipú
Corte,Calle falsa #2340,2025-06-01T09:05:01.189421,Las Condes
Accidente,Calle falsa #688,2025-06-01T12:31:41.189421,Ñuñoa
Bache,Calle falsa #278,2025-05-31T17:39:29.189421,Maipú
Policía,Calle falsa #382,2025-06-01T16:17:13.189421,Providencia
Accidente,Calle falsa #2333,2025-06-02T06:09:28.189421,La Florida
Policía,Calle falsa #2758,2025-05-30T14:25:38.189421,Santiago
Accidente,Calle falsa #2323,2025-06-03T10:52:39.189421,Providencia
Atasco,Calle falsa #797,2025-06-02T14:09:28.189421,Las Condes
Policía,Calle falsa #2586,2025-06-01T06:11:08.189421,Ñuñoa
Corte,Calle falsa #389,2025-05-31T02:05:29.189421,Las Condes
Atasco,Calle falsa #731,2025-05-31T02:51:50.189421,Macul
Accidente,Calle falsa #347,2025-06-01T12:31:57.189421,Ñuñoa
Policía,Calle falsa #2581,2025-05-31T00:54:28.189421,Ñuñoa
Policía,Calle falsa #350,2025-06-03T05:33:46.189421,Providencia
Corte,Calle falsa #1124,2025-05-31T07:13:26.189421,Puente Alto
Corte,Calle falsa #2571,2025-05-31T13:44:56.189421,Providencia
Corte,Calle falsa #1996,2025-05-30T23:08:34.189421,Macul
Corte,Calle falsa #1256,2025-06-01T03:37:47.189421,Santiago
Corte,Calle falsa #2712,2025-05-31T21:07:02.189421,Maipú
Accidente,Calle falsa #562,2025-05-29T20:27:49.189421,Providencia
Atasco,Calle falsa #1017,2025-05-29T20:12:38.189421,Maipú
Detención,Calle falsa #1061,2025-05-29T19:01:48.189421,Macul
Policía,Calle falsa #2214,2025-06-01T22:44:12.189421,Puente Alto
Accidente,Calle falsa #207,2025-05-30T10:22:43.189421,Macul
Atasco,Calle falsa #2168,2025-05-31T03:45:17.189421,Maipú
Bache,Calle falsa #1516,2025-06-02T13:32:04.189421,Puente Alto
Atasco,Calle falsa #1391,2025-05-31T13:01:07.189421,Macul
Policía,Calle falsa #585,2025-05-31T17:33:45.189421,Maipú
Policía,Calle falsa #735,2025-06-01T12:45:18.189421,Puente Alto
Accidente,Calle falsa #47,2025-06-02T08:59:36.189421,Macul
Atasco,Calle falsa #533,2025-05-30T08:36:13.189421,Ñuñoa
Policía,Calle falsa #569,2025-05-30T16:23:13.189421,Providencia
Accidente,Calle falsa #2744,2025-05-29T22:43:31.189421,Puente Alto
Policía,Calle falsa #2676,2025-06-01T06:49:06.189421,Maipú
Bache,Calle falsa #2438,2025-05-31T04:51:40.189421,Las Condes
Accidente,Calle falsa #531,2025-06-03T05:39:30.189421,Macul
Corte,Calle falsa #2005,2025-06-03T01:53:17.189421,Ñuñoa
Policía,Calle falsa #1189,2025-05-30T07:39:53.189421,La Florida
Atasco,Calle falsa #697,2025-06-03T07:41:33.189421,Santiago
Policía,Calle falsa #816,2025-05-29T17:40:45.189421,Providencia
Accidente,Calle falsa #236,2025-06-02T21:05:02.189421,Providencia
Accidente,Calle falsa #2403,2025-06-01T22:36:39.189421,Puente Alto
Atasco,Calle falsa #235,2025-06-01T08:12:47.189421,Ñuñoa
Bache,Calle falsa #2578,2025-06-02T17:39:23.189421,Providencia
Accidente,Calle falsa #2940,2025-06-02T01:10:11.189421,Providencia
Atasco,Calle falsa #2203,2025-05-31T10:19:13.189421,Providencia
Policía,Calle falsa #1094,2025-05-31T21:20:57.189421,Puente Alto
Accidente,Calle falsa #263,2025-05-30T00:22:43.189421,Providencia
Accidente,Calle falsa #1154,2025-06-01T17:11:47.189421,Santiago
Policía,Calle falsa #659,2025-06-01T18:40:10.189421,Maipú
Atasco,Calle falsa #94,2025-05-30T18:46:07.189421,Ñuñoa
Corte,Calle falsa #1780,2025-05-31T07:15:29.189421,Macul
Policía,Calle falsa #1645,2025-05-30T12:13:48.189421,Puente Alto
Policía,Calle falsa #1918,2025-05-30T21:03:08.189421,Ñuñoa
Policía,Calle falsa #1168,2025-05-30T04:48:37.189421,Las Condes
Corte,Calle falsa #1157,2025-05-29T20:16:58.189421,Maipú
Accidente,Calle falsa #432,2025-05-31T20:50:13.189421,Macul
Policía,Calle falsa #2121,2025-06-02T07:13:21.189421,Las Condes
Atasco,Calle falsa #521,2025-05-30T22:31:03.189421,Puente Alto
Policía,Calle falsa #159,2025-06-02T03:47:56.189421,Santiago
Accidente,Calle falsa #1737,2025-06-01T17:08:02.189421,Puente Alto
Policía,Calle falsa #438,2025-06-01T14:07:18.189421,Santiago
Corte,Calle falsa #298,2025-05-31T08:05:33.189421,La Florida
Policía,Calle falsa #1305,2025-06-01T09:13:59.189421,Santiago
Accidente,Calle falsa #1771,2025-06-01T10:30:08.189421,Maipú
Policía,Calle falsa #618,2025-05-30T13:35:19.189421,Ñuñoa
Accidente,Calle falsa #304,2025-06-03T14:06:48.189421,Puente Alto
Policía,Calle falsa #545,2025-05-29T20:38:48.189421,La Florida
Accidente,Calle falsa #2088,2025-05-31T12:01:38.189421,Providencia
Bache,Calle falsa #312,2025-05-31T04:30:13.189421,Santiago
Accidente,Calle falsa #2972,2025-05-31T15:18:22.189421,Ñuñoa
Bache,Calle falsa #758,2025-06-01T21:27:53.189421,Macul
Policía,Calle falsa #2077,2025-05-31T00:15:07.189421,Puente Alto
Corte,Calle falsa #1805,2025-06-02T02:59:39.189421,Macul
Policía,Calle falsa #694,2025-05-31T13:25:31.189421,Macul
Corte,Calle falsa #676,2025-05-31T05:41:35.189421,Santiago
Accidente,Calle falsa #559,2025-05-30T06:42:05.189421,Macul
Atasco,Calle falsa #201,2025-06-02T08:43:46.189421,Macul
Corte,Calle falsa #1183,2025-05-31T19:29:28.189421,Ñuñoa
Accidente,Calle falsa #2952,2025-06-02T21:14:57.189421,Macul
Policía,Calle falsa #2454,2025-05-31T08:26:09.189421,Santiago
Atasco,Calle falsa #2174,2025-06-02T06:27:15.189421,Maipú
Corte,Calle falsa #446,2025-05-30T15:37:53.189421,Las Condes
Policía,Calle falsa #2156,2025-06-03T17:08:19.189421,Santiago
Detención,Calle falsa #1992,2025-06-01T20:50:37.189421,Santiago
Policía,Calle falsa #1266,2025-05-30T14:01:38.189421,Santiago
Atasco,Calle falsa #2108,2025-06-01T03:10:48.189421,Maipú
Corte,Calle falsa #1357,2025-05-30T19:23:11.189421,Providencia
Policía,Calle falsa #190,2025-05-31T00:40:34.189421,Las Condes
Policía,Calle falsa #2941,2025-05-31T19:52:22.189421,Santiago
Accidente,Calle falsa #1016,2025-06-01T09:38:48.189421,Maipú
Policía,Calle falsa #2774,2025-05-29T21:12:38.189421,Las Condes
Detención,Calle falsa #2957,2025-05-31T11:36:49.189421,Puente Alto
Accidente,Calle falsa #1080,2025-06-01T12:28:05.189421,La Florida
Bache,Calle falsa #1095,2025-06-03T13:03:12.189421,Santiago
Policía,Calle falsa #2123,2025-06-03T05:54:39.189421,Las Condes
Detención,Calle falsa #1978,2025-06-03T02:48:56.189421,La Florida
Policía,Calle falsa #1163,2025-06-03T02:02:25.189421,Providencia
Policía,Calle falsa #951,2025-05-30T03:22:09.189421,Puente Alto
Detención,Calle falsa #823,2025-06-01T09:25:28.189421,Puente Alto
Atasco,Calle falsa #1106,2025-05-31T01:17:51.189421,Providencia
Corte,Calle falsa #5,2025-05-31T04:48:08.189421,Providencia
Policía,Calle falsa #22,2025-05-30T03:43:53.189421,La Florida
Detención,Calle falsa #1382,2025-05-30T23:47:03.189421,Providencia
Atasco,Calle falsa #2023,2025-06-02T06:18:00.189421,La Florida
Corte,Calle falsa #1379,2025-06-02T09:52:10.189421,Macul
Accidente,Calle falsa #1744,2025-05-31T02:33:43.189421,Las Condes
Policía,Calle falsa #1771,2025-05-29T18:01:25.189421,Las Condes
Atasco,Calle falsa #186,2025-05-30T06:26:32.189421,Ñuñoa
Accidente,Calle falsa #2409,2025-06-01T02:15:37.189421,Santiago
Policía,Calle falsa #2958,2025-05-30T07:07:13.189421,Providencia
Bache,Calle falsa #80,2025-06-02T13:43:07.189421,Providencia
Accidente,Calle falsa #1608,2025-06-01T13:20:29.189421,Santiago
Atasco,Calle falsa #2433,2025-06-01T17:51:32.189421,Macul
Atasco,Calle falsa #1554,2025-06-02T04:45:04.189421,Puente Alto
Bache,Calle falsa #759,2025-06-03T08:00:56.189421,Santiago
Atasco,Calle falsa #2797,2025-05-29T23:27:12.189421,Maipú
Atasco,Calle falsa #1416,2025-05-31T19:26:22.189421,Las Condes
Accidente,Calle falsa #1929,2025-06-03T14:47:49.189421,Puente Alto
Policía,Calle falsa #2389,2025-05-30T21:01:17.189421,Santiago
Policía,Calle falsa #2215,2025-05-30T18:22:59.189421,Santiago
Corte,Calle falsa #1953,2025-06-02T08:48:49.189421,Santiago
Policía,Calle falsa #212,2025-05-31T13:00:25.189421,Providencia
Accidente,Calle falsa #597,2025-05-31T09:15:01.189421,La Florida
Corte,Calle falsa #1703,2025-05-31T07:27:59.189421,Maipú
Corte,Calle falsa #704,2025-06-03T13:42:33.189421,La Florida
Policía,Calle falsa #448,2025-06-01T01:40:26.189421,Macul
Corte,Calle falsa #2113,2025-05-31T02:45:10.189421,La Florida
Policía,Calle falsa #1289,2025-06-01T17:14:48.189421,La Florida
Corte,Calle falsa #417,2025-06-03T15:03:41.189421,Providencia
Policía,Calle falsa #1752,2025-05-31T15:13:18.189421,Santiago
Accidente,Calle falsa #2709,2025-06-01T17:34:11.189421,Las Condes
Policía,Calle falsa #382,2025-06-02T18:01:43.189421,Macul
Detención,Calle falsa #5,2025-06-01T12:28:05.189421,Maipú
Policía,Calle falsa #664,2025-05-31T03:56:34.189421,Macul
Accidente,Calle falsa #34,2025-05-31T11:11:40.189421,Las Condes
Accidente,Calle falsa #757,2025-06-01T02:10:15.189421,Macul
Accidente,Calle falsa #1776,2025-05-31T12:57:09.189421,Providencia
Atasco,Calle falsa #224,2025-06-01T09:41:14.189421,Puente Alto
Accidente,Calle falsa #2467,2025-06-02T05:26:16.189421,Ñuñoa
Atasco,Calle falsa #1282,2025-06-01T00:03:31.189421,Puente Alto
Policía,Calle falsa #1539,2025-05-30T01:07:05.189421,Las Condes
Accidente,Calle falsa #2781,2025-05-30T07:17:52.189421,Providencia
Accidente,Calle falsa #1567,2025-05-31T20:48:33.189421,Maipú
Accidente,Calle falsa #2603,2025-05-31T15:00:47.189421,Providencia
Policía,Calle falsa #1229,2025-06-03T11:31:00.189421,Macul
Policía,Calle falsa #422,2025-05-31T11:59:19.189421,Ñuñoa
Policía,Calle falsa #1339,2025-06-02T03:07:44.189421,Santiago
Policía,Calle falsa #548,2025-06-01T16:36:53.189421,Providencia
Policía,Calle falsa #1598,2025-06-03T14:37:41.189421,La Florida
Accidente,Calle falsa #2340,2025-06-01T12:32:07.189421,Providencia
Detención,Calle falsa #1417,2025-06-03T02:18:08.189421,Las Condes
Accidente,Calle falsa #2516,2025-06-03T12:46:04.189421,Santiago
Accidente,Calle falsa #779,2025-05-31T06:27:50.189421,La Florida
Accidente,Calle falsa #684,2025-06-03T11:23:43.189421,Providencia
Accidente,Calle falsa #1882,2025-06-02T13:03:52.189421,Maipú
Bache,Calle falsa #1257,2025-06-02T20:03:44.189421,Puente Alto
Accidente,Calle falsa #1865,2025-06-03T04:36:05.189421,Puente Alto
Corte,Calle falsa #2627,2025-06-02T15:58:45.189421,Maipú
Bache,Calle falsa #2111,2025-05-30T05:24:40.189421,Maipú
Policía,Calle falsa #956,2025-06-02T14:37:54.189421,Maipú
Accidente,Calle falsa #24,2025-06-03T16:44:48.189421,Macul
Atasco,Calle falsa #625,2025-06-03T09:23:03.189421,Ñuñoa
Corte,Calle falsa #2189,2025-06-03T06:21:42.189421,Ñuñoa
Policía,Calle falsa #2993,2025-05-31T23:53:49.189421,Macul
Accidente,Calle falsa #1642,2025-06-02T13:07:41.189421,Las Condes
Accidente,Calle falsa #2843,2025-05-29T20:35:05.189421,La Florida
Atasco,Calle falsa #2420,2025-06-02T13:46:48.189421,Las Condes
Policía,Calle falsa #867,2025-05-31T22:28:29.189421,Puente Alto
Atasco,Calle falsa #863,2025-05-31T07:16:56.189421,Maipú
Policía,Calle falsa #2807,2025-06-03T13:26:23.189421,Puente Alto
Atasco,Calle falsa #1670,2025-06-03T15:14:55.189421,Ñuñoa
Atasco,Calle falsa #2622,2025-06-02T01:57:23.189421,La Florida
Corte,Calle falsa #520,2025-05-30T14:50:42.189421,Ñuñoa
Detención,Calle falsa #252,2025-06-01T14:19:48.189421,Macul
Policía,Calle falsa #2585,2025-05-30T14:27:14.189421,Ñuñoa
Policía,Calle falsa #247,2025-05-31T19:29:42.189421,Maipú
Bache,Calle falsa #1127,2025-05-30T16:07:02.189421,Puente Alto
Accidente,Calle falsa #2264,2025-05-31T20:12:50.189421,Puente Alto
Policía,Calle falsa #908,2025-06-03T00:04:34.189421,Macul
Atasco,Calle falsa #880,2025-06-02T16:23:21.189421,La Florida
Policía,Calle falsa #309,2025-05-31T15:35:26.189421,Las Condes
Bache,Calle falsa #2019,2025-05-31T04:14:57.189421,Santiago
Policía,Calle falsa #371,2025-06-03T02:31:14.189421,Santiago
Policía,Calle falsa #2938,2025-05-31T19:32:42.189421,Ñuñoa
Corte,Calle falsa #2360,2025-06-02T10:57:49.189421,Providencia
Policía,Calle falsa #1556,2025-05-30T23:29:38.189421,La Florida
Atasco,Calle falsa #515,2025-06-01T09:30:17.189421,Maipú
Policía,Calle falsa #1636,2025-05-30T02:29:26.189421,Puente Alto
Accidente,Calle falsa #1912,2025-05-30T13:17:13.189421,Las Condes
Accidente,Calle falsa #873,2025-05-31T01:23:29.189421,Maipú
Corte,Calle falsa #407,2025-05-30T19:51:48.189421,La Florida
Policía,Calle falsa #1302,2025-06-01T07:38:23.189421,Puente Alto
Bache,Calle falsa #2196,2025-06-01T16:33:03.189421,Santiago
Atasco,Calle falsa #2740,2025-05-31T20:03:02.189421,Ñuñoa
Policía,Calle falsa #2374,2025-06-01T23:29:17.189421,Providencia
Policía,Calle falsa #954,2025-06-03T13:07:48.189421,Puente Alto
Accidente,Calle falsa #173,2025-06-02T11:52:51.189421,Maipú
Policía,Calle falsa #1945,2025-06-01T16:07:18.189421,Providencia
Policía,Calle falsa #2656,2025-06-02T03:00:46.189421,Las Condes
Atasco,Calle falsa #753,2025-06-03T03:13:31.189421,Providencia
Policía,Calle falsa #902,2025-05-29T20:41:31.189421,Ñuñoa
Corte,Calle falsa #2605,2025-05-31T04:34:19.189421,Providencia
Policía,Calle falsa #1130,2025-06-02T08:35:22.189421,Ñuñoa
Detención,Calle falsa #732,2025-06-01T13:00:32.189421,Ñuñoa
Atasco,Calle falsa #1024,2025-06-03T12:32:11.189421,Macul
Atasco,Calle falsa #743,2025-05-30T16:00:58.189421,Maipú
Policía,Calle falsa #346,2025-06-03T04:46:15.189421,Providencia
Policía,Calle falsa #2809,2025-06-01T16:56:55.189421,La Florida
Policía,Calle falsa #2552,2025-05-31T17:36:26.189421,La Florida
Corte,Calle falsa #1521,2025-05-30T11:28:37.189421,Las Condes
Policía,Calle falsa #2108,2025-06-01T02:56:04.189421,Providencia
Atasco,Calle falsa #221,2025-05-29T20:19:47.189421,Maipú
Policía,Calle falsa #1761,2025-06-03T08:39:48.189421,Maipú
Policía,Calle falsa #2306,2025-05-31T20:32:55.189421,La Florida
Policía,Calle falsa #1393,2025-06-02T08:18:38.189421,Providencia
Atasco,Calle falsa #199,2025-06-02T09:24:17.189421,Ñuñoa
Atasco,Calle falsa #2581,2025-06-03T03:02:11.189421,Las Condes
Detención,Calle falsa #612,2025-05-31T06:17:51.189421,Puente Alto
